id,distritos_id,entidades_id,seccion,tipossecciones_id,distritosfederales_id,municipios_id
,9,32,43,1,3,5
,9,32,44,3,3,5
,9,32,45,1,3,5
,9,32,46,1,3,5
,9,32,47,1,3,5
,9,32,49,1,3,5
,9,32,50,3,3,5
,9,32,51,1,3,5
,9,32,52,1,3,5
,9,32,53,3,3,5
,9,32,54,3,3,5
,9,32,55,3,3,5
,9,32,56,1,3,5
,9,32,57,3,3,5
,9,32,58,3,3,5
,9,32,59,2,3,5
,9,32,60,2,3,5
,9,32,1949,1,3,5
,9,32,1950,1,3,5
,9,32,1951,1,3,5
,9,32,378,3,3,13
,9,32,379,3,3,13
,9,32,380,3,3,13
,9,32,381,2,3,13
,9,32,382,2,3,13
,9,32,383,2,3,13
,9,32,384,2,3,13
,9,32,945,1,3,32
,9,32,946,3,3,32
,9,32,947,1,3,32
,9,32,948,1,3,32
,9,32,949,3,3,32
,9,32,950,2,3,32
,9,32,951,2,3,32
,9,32,952,3,3,32
,9,32,953,1,3,32
,9,32,1080,3,3,37
,9,32,1081,2,3,37
,9,32,1082,2,3,37
,9,32,1083,2,3,37
,9,32,1084,2,3,37
,9,32,1085,2,3,37
,9,32,1086,1,3,37
,9,32,1087,3,3,37
,9,32,1088,3,3,37
,9,32,1089,1,3,37
,9,32,1090,1,3,37
,9,32,1091,2,3,37
,9,32,1092,2,3,37
,9,32,1093,2,3,37
,10,32,606,3,2,20
,10,32,607,1,2,20
,10,32,608,1,2,20
,10,32,609,3,2,20
,10,32,610,1,2,20
,10,32,611,1,2,20
,10,32,612,1,2,20
,10,32,613,1,2,20
,10,32,614,1,2,20
,10,32,615,1,2,20
,10,32,616,1,2,20
,10,32,617,1,2,20
,10,32,618,1,2,20
,10,32,619,1,2,20
,10,32,620,1,2,20
,10,32,621,1,2,20
,10,32,622,1,2,20
,10,32,623,1,2,20
,10,32,624,1,2,20
,10,32,625,1,2,20
,10,32,626,1,2,20
,10,32,627,1,2,20
,10,32,628,3,2,20
,10,32,629,1,2,20
,10,32,630,1,2,20
,10,32,631,1,2,20
,10,32,632,1,2,20
,10,32,633,1,2,20
,10,32,634,1,2,20
,10,32,635,1,2,20
,10,32,636,1,2,20
,10,32,637,1,2,20
,10,32,638,1,2,20
,10,32,639,1,2,20
,10,32,640,1,2,20
,10,32,641,1,2,20
,10,32,642,1,2,20
,10,32,643,3,2,20
,10,32,644,1,2,20
,10,32,645,1,2,20
,10,32,646,1,2,20
,10,32,647,3,2,20
,10,32,648,3,2,20
,10,32,649,3,2,20
,10,32,650,1,2,20
,10,32,651,1,2,20
,10,32,652,3,2,20
,10,32,653,3,2,20
,10,32,654,1,2,20
,10,32,655,3,2,20
,10,32,656,1,2,20
,10,32,657,1,2,20
,10,32,658,2,2,20
,10,32,659,2,2,20
,10,32,660,2,2,20
,10,32,662,2,2,20
,10,32,663,2,2,20
,10,32,664,2,2,20
,10,32,665,2,2,20
,10,32,666,2,2,20
,10,32,667,2,2,20
,10,32,669,2,2,20
,10,32,670,2,2,20
,10,32,671,3,2,20
,10,32,672,1,2,20
,10,32,673,2,2,20
,10,32,674,1,2,20
,10,32,675,3,2,20
,10,32,676,2,2,20
,10,32,677,2,2,20
,10,32,678,2,2,20
,10,32,679,1,2,20
,10,32,680,1,2,20
,10,32,681,2,2,20
,10,32,682,2,2,20
,10,32,683,2,2,20
,10,32,684,3,2,20
,10,32,685,1,2,20
,10,32,686,2,2,20
,10,32,687,2,2,20
,10,32,688,2,2,20
,10,32,689,2,2,20
,10,32,690,2,2,20
,10,32,691,2,2,20
,10,32,692,2,2,20
,10,32,694,2,2,20
,10,32,695,2,2,20
,10,32,696,2,2,20
,10,32,697,2,2,20
,10,32,698,2,2,20
,10,32,699,2,2,20
,10,32,701,2,2,20
,10,32,704,2,2,20
,10,32,914,3,2,31
,10,32,915,1,2,31
,10,32,916,3,2,31
,10,32,917,1,2,31
,10,32,918,3,2,31
,10,32,919,2,2,31
,10,32,921,2,2,31
,10,32,923,2,2,31
,10,32,924,2,2,31
,10,32,925,2,2,31
,10,32,926,2,2,31
,10,32,927,3,2,31
,10,32,928,3,2,31
,10,32,929,2,2,31
,10,32,931,2,2,31
,10,32,933,2,2,31
,10,32,934,2,2,31
,10,32,936,2,2,31
,10,32,938,2,2,31
,10,32,940,2,2,31
,10,32,941,2,2,31
,10,32,1384,3,2,43
,10,32,1385,3,2,43
,10,32,1386,2,2,43
,10,32,1387,2,2,43
,10,32,1433,3,2,46
,10,32,1434,1,2,46
,10,32,1435,3,2,46
,10,32,1436,2,2,46
,10,32,1437,2,2,46
,10,32,1438,2,2,46
,10,32,1439,2,2,46
,10,32,1440,2,2,46
,10,32,1442,3,2,46
,10,32,1443,3,2,46
,10,32,1444,2,2,46
,10,32,1447,2,2,46
,10,32,1448,2,2,46
,10,32,1450,2,2,46
,10,32,1452,1,2,46
,10,32,1453,3,2,46
,10,32,1454,2,2,46
,10,32,1455,2,2,46
,10,32,1456,2,2,46
,10,32,1457,2,2,46
,10,32,1460,2,2,46
,10,32,1462,2,2,46
,10,32,1463,2,2,46
,10,32,1723,1,2,55
,10,32,1724,3,2,55
,10,32,1725,3,2,55
,10,32,1726,3,2,55
,10,32,1731,2,2,55
,10,32,1732,2,2,55
,10,32,1733,3,2,55
,10,32,1734,3,2,55
,10,32,1735,2,2,55
,10,32,1736,2,2,55
,10,32,1737,2,2,55
,10,32,1738,2,2,55
,10,32,1759,2,2,55
,11,32,436,1,4,16
,11,32,437,3,4,16
,11,32,438,1,4,16
,11,32,439,1,4,16
,11,32,440,2,4,16
,11,32,441,1,4,16
,11,32,442,3,4,16
,11,32,443,1,4,16
,11,32,444,1,4,16
,11,32,445,2,4,16
,11,32,446,3,4,16
,11,32,447,3,4,16
,11,32,448,3,4,16
,11,32,449,2,4,16
,11,32,450,1,4,16
,11,32,451,3,4,16
,11,32,452,3,4,16
,11,32,453,1,4,16
,11,32,454,2,4,16
,11,32,455,1,4,16
,11,32,456,1,4,16
,11,32,457,2,4,16
,11,32,458,2,4,16
,11,32,459,2,4,16
,11,32,794,3,2,25
,11,32,795,1,2,25
,11,32,796,3,2,25
,11,32,797,1,2,25
,11,32,798,3,2,25
,11,32,799,2,2,25
,11,32,800,2,2,25
,11,32,802,2,2,25
,11,32,803,2,2,25
,11,32,804,2,2,25
,11,32,805,2,2,25
,11,32,806,2,2,25
,11,32,1036,1,2,36
,11,32,1037,3,2,36
,11,32,1038,3,2,36
,11,32,1039,1,2,36
,11,32,1040,1,2,36
,11,32,1041,1,2,36
,11,32,1042,3,2,36
,11,32,1043,1,2,36
,11,32,1044,1,2,36
,11,32,1045,1,2,36
,11,32,1046,3,2,36
,11,32,1047,3,2,36
,11,32,1048,3,2,36
,11,32,1049,3,2,36
,11,32,1050,2,2,36
,11,32,1051,2,2,36
,11,32,1052,3,2,36
,11,32,1053,1,2,36
,11,32,1054,2,2,36
,11,32,1055,2,2,36
,11,32,1056,2,2,36
,11,32,1057,2,2,36
,11,32,1058,2,2,36
,11,32,1059,2,2,36
,11,32,1060,2,2,36
,11,32,1061,2,2,36
,11,32,1062,2,2,36
,11,32,1063,2,2,36
,11,32,1064,2,2,36
,11,32,1065,2,2,36
,11,32,1066,2,2,36
,11,32,1067,2,2,36
,11,32,1068,1,2,36
,11,32,1069,1,2,36
,11,32,1070,2,2,36
,11,32,1071,2,2,36
,11,32,1072,2,2,36
,11,32,1073,2,2,36
,11,32,1075,2,2,36
,11,32,1076,2,2,36
,11,32,1078,2,2,36
,11,32,1079,2,2,36
,11,32,1675,1,4,53
,11,32,1676,3,4,53
,11,32,1677,3,4,53
,11,32,1678,3,4,53
,11,32,1679,3,4,53
,11,32,1680,2,4,53
,11,32,1681,2,4,53
,11,32,1682,2,4,53
,11,32,1683,3,4,53
,11,32,1684,1,4,53
,11,32,1685,1,4,53
,11,32,1686,3,4,53
,12,32,73,1,3,7
,12,32,74,3,3,7
,12,32,75,1,3,7
,12,32,76,1,3,7
,12,32,77,1,3,7
,12,32,78,1,3,7
,12,32,79,1,3,7
,12,32,80,1,3,7
,12,32,82,2,3,7
,12,32,83,2,3,7
,12,32,84,2,3,7
,12,32,85,2,3,7
,12,32,86,2,3,7
,12,32,87,2,3,7
,12,32,91,2,3,7
,12,32,92,2,3,7
,12,32,93,2,3,7
,12,32,94,2,3,7
,12,32,95,2,3,7
,12,32,96,2,3,7
,12,32,98,2,3,7
,12,32,99,2,3,7
,12,32,386,1,3,14
,12,32,387,3,3,14
,12,32,388,1,3,14
,12,32,389,3,3,14
,12,32,390,3,3,14
,12,32,391,1,3,14
,12,32,392,2,3,14
,12,32,393,2,3,14
,12,32,394,2,3,14
,12,32,395,2,3,14
,12,32,396,2,3,14
,12,32,397,1,3,14
,12,32,398,3,3,14
,12,32,399,2,3,14
,12,32,400,2,3,14
,12,32,401,2,3,14
,12,32,402,2,3,14
,12,32,403,2,3,14
,12,32,404,2,3,14
,12,32,405,2,3,14
,12,32,406,3,3,14
,12,32,407,1,3,14
,12,32,408,2,3,14
,12,32,409,2,3,14
,12,32,410,2,3,14
,12,32,411,2,3,14
,12,32,412,2,3,14
,12,32,413,2,3,14
,12,32,414,2,3,14
,12,32,415,2,3,14
,12,32,416,2,3,14
,12,32,417,2,3,14
,12,32,418,2,3,14
,12,32,419,2,3,14
,12,32,420,2,3,14
,12,32,421,2,3,14
,12,32,422,2,3,14
,12,32,423,2,3,14
,12,32,424,2,3,14
,12,32,425,2,3,14
,12,32,426,2,3,14
,12,32,427,2,3,14
,12,32,808,3,3,26
,12,32,809,3,3,26
,12,32,810,3,3,26
,12,32,811,3,3,26
,12,32,812,2,3,26
,12,32,813,2,3,26
,12,32,814,2,3,26
,12,32,815,2,3,26
,12,32,816,2,3,26
,12,32,817,2,3,26
,12,32,819,2,3,26
,12,32,820,2,3,26
,12,32,821,2,3,26
,12,32,822,1,3,26
,12,32,823,1,3,26
,12,32,824,2,3,26
,12,32,826,2,3,26
,12,32,827,2,3,26
,12,32,828,2,3,26
,12,32,829,2,3,26
,12,32,831,2,3,26
,12,32,832,2,3,26
,12,32,834,2,3,26
,12,32,835,2,3,26
,12,32,836,2,3,26
,12,32,837,2,3,26
,12,32,838,2,3,26
,12,32,839,2,3,26
,12,32,841,2,3,26
,12,32,842,2,3,26
,12,32,843,2,3,26
,12,32,844,2,3,26
,12,32,845,2,3,26
,12,32,846,2,3,26
,12,32,847,2,3,26
,12,32,849,2,3,26
,12,32,850,2,3,26
,12,32,851,2,3,26
,12,32,853,2,3,26
,12,32,854,2,3,26
,12,32,856,2,3,26
