,19,JALPA,10494,10246,0.132929924,0.103064611,0.014737459,0.034452469,0.014054265,0.367070076,0.017860629,0.250731993,0.433437439
,40,SAÍN ALTO,10715,10463,0.023511421,0.170218866,0.058300679,0.00821944,0.263595527,0.400172035,0.062410399,0.252030966,0.7343974
,26,MAZAPIL,10840,10578,0.005955757,0.197579883,0.004065041,0.249007374,0.010304405,0.040366799,0.48459066,0.207600681,0.784269238
,48,TLALTENANGO,11456,11103,0.309285779,0.133747636,0.044672611,0.023777357,0.017112492,0.297216968,0.009727101,0.487706025,0.347833919
,16,GENERAL PÁNFILO NATERA,11546,11138,0.02567786,0.28030167,0.056473335,0.025228946,0.012030885,0.164930867,0.006554139,0.362452864,0.208744837
,14,GRAL.  FRANCISCO R.,11732,11468,0.004447157,0.395622602,0,0.123648413,0.003749564,0.418207185,0.008109522,0.400069759,0.553714684
,34,NOCHISTLÁN  DE MEJÍA,12552,12123,0.11837004,0.182958014,0.019962056,0.151365174,0.023344057,0.184525283,0.016992494,0.32129011,0.376227007
,5,CALERA,15934,15522,0.197139544,0.068419018,0.021517846,0.023128463,0.034789331,0.182643989,0.020422626,0.287076408,0.260984409
,49,VALPARAISO,16021,15535,0.06224654,0.144061796,0.271966527,0.022594142,0.026842613,0.36678468,0.018023817,0.478274863,0.434245253
,55,VILLANUEVA,16595,16122,0.042116363,0.081255427,0.286378861,0.00880784,0.006574867,0.493239052,0.026485548,0.409750651,0.535107307
,51,VILLA DE COS,16989,16568,0.180830517,0.305408015,0.004345727,0.103090295,0.006760019,0.249939643,0.054381941,0.490584259,0.414171898
,36,OJOCALIENTE,17939,17562,0.028242797,0.293987017,0.215863797,0.229757431,0.033367498,0.091732149,0.026990092,0.538093611,0.38184717
,24,LORETO,19055,18632,0.012720052,0.092206956,0.014276514,0.15902748,0.005313439,0.266745384,0.011431945,0.119203521,0.442518248
,20,JEREZ,25984,25243,0.246444559,0.268866616,0.009269897,0.018579408,0.016123282,0.345006536,0.016004437,0.524581072,0.395713663
,39,RÍO GRANDE,26292,25338,0.067803299,0.139711106,0.277172626,0.191293709,0.022574789,0.26150446,0.013655379,0.484687031,0.489028337
,42,SOMBRERETE,27098,26294,0.275500114,0.348254355,0,0.01479425,0.017836769,0.235757207,0.015859131,0.623754469,0.284247357
,38,PINOS,33964,32997,0.008546231,0.478528351,0,0.009970603,0.008546231,0.460587326,0.016880322,0.487074583,0.495984483
,56,ZACATECAS,61959,60256,0.104902416,0.208941848,0.032561073,0.041672199,0.053737387,0.293862852,0.014056691,0.346405337,0.403329129
,17,GUADALUPE,72424,70481,0.09052085,0.211631504,0.021892425,0.072643691,0.029412182,0.422738043,0.050893149,0.324044778,0.575687065
,10,FRESNILLO,82712,80219,0.063738017,0.293047782,0.029593986,0.067103803,0.017364963,0.443648014,0.015407821,0.386379785,0.543524601
